egtpcSch1,20201218,170255,s11-mme,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch10,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch11,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch12,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch13,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch14,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch15,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch16,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch17,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10618,10443,353455,340834,0,0
egtpcSch18,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,9985,3,635,0,5,0,630,630,0,0
egtpcSch19,20201218,170255,s11-mme,9808,9804,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch2,20201218,170255,s11-mme,0,0,0,0,0,0,0,122,2,118,4,0,0,0,0,0,0,0,0,0
egtpcSch20,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch21,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch22,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch23,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch24,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch25,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch26,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch27,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch28,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch29,20201218,170255,s11-mme,0,0,0
egtpcSch3,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtpcSch4,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4794
egtpcSch5,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,4794,3,4794,0,106,0,0,0,0,0,0
egtpcSch6,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,106,3,106,0,0,0,12,0,0,0,12,12
egtpcSch7,20201218,170255,s11-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967284,0,0,623
egtpcSch8,20201218,170255,s11-mme,5,0,0,0,618,0,0,618,0,0,177,0,0,4786,0,0,0,0,0,0
egtpcSch9,20201218,170255,s11-mme,0,0,0,4786,5,4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch1,20201218,170255,s1-mme,0,0,217,59,158,154,83,71,59,58,1,0,0,0,0,0,0,0,0,0
mmeSch10,20201218,170255,s1-mme,20510,406,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0
mmeSch11,20201218,170255,s1-mme,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mmeSch12,20201218,170255,s1-mme,0,0,0,0,0,0,0,3,3,0,0,0,0,35,25,10,0,0,0,0
mmeSch13,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,180,12,7,161,152,42,27,83,0,0,0,0
mmeSch14,20201218,170255,s1-mme,0,0,0,0,25,0,0,25,1,0,0,1,0,5080,0,35,34,1,298,11
mmeSch15,20201218,170255,s1-mme,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch16,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch17,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,273
mmeSch18,20201218,170255,s1-mme,177,199,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch19,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch2,20201218,170255,s1-mme,0,0,0,28,28,0,53,52,1,0,0,0,4786,4786,0,14150,4494,9656,202,173
mmeSch20,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch21,20201218,170255,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
