gtpuSch1,20201220,104000,s1u,0,120,0,0,193465,28398284,350459,404440889,486,218682,0,0,0,0,0,0,0,0,0,0
gtpuSch2,20201220,104000,s1u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch3,20201220,104000,s1u,0,0,0,0,0,0,0,0,0,0,0,0,193465,28398284,350459,404440889,0,0,0,0
gtpuSch4,20201220,104000,s1u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch5,20201220,104000,s1u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch6,20201220,104000,s1u,0,0,0,0,193465,28398284,350459,404440889,0,0,0,0,0,486,0,1,1,0,0,0
gtpuSch7,20201220,104000,s1u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch1,20201220,104000,s5u-pgw,0,118,0,0,193465,28398284,358179,407671194,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch2,20201220,104000,s5u-pgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch3,20201220,104000,s5u-pgw,0,0,0,0,0,0,0,0,0,0,0,0,193465,28398284,358179,407671194,0,0,0,0
gtpuSch4,20201220,104000,s5u-pgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch5,20201220,104000,s5u-pgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch6,20201220,104000,s5u-pgw,0,0,0,0,193465,28398284,358179,407671194,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch7,20201220,104000,s5u-pgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch1,20201220,104000,s5u-sgw,0,120,0,0,193465,28398284,358179,407671194,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch2,20201220,104000,s5u-sgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch3,20201220,104000,s5u-sgw,0,0,0,0,0,0,0,0,0,0,0,0,193465,28398284,358179,407671194,0,0,0,0
gtpuSch4,20201220,104000,s5u-sgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch5,20201220,104000,s5u-sgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch6,20201220,104000,s5u-sgw,0,0,0,0,193465,28398284,358179,407671194,0,0,0,0,0,0,0,0,0,0,0,0
gtpuSch7,20201220,104000,s5u-sgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ippoolSch1,20201220,104000,pool-3669,0,0,0,244,10.66.0.11
ippoolSch2,20201220,104000,0,0,0,0,0,0,0,0
apnSch1,20201220,104000,ccpn.cisco.com,24710413,407671194,168969,358179,3688145,0,24500,0,1,0,0,0,24495,0,0,0,0,0,0,0
apnSch10,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch11,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch12,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch13,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch14,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch15,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,118,118,168965,358179,24710139,407671194,24500,0,3688145,0,0,0,0
apnSch16,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch17,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch18,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch19,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch2,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,118
apnSch20,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch21,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch22,20201220,104000,ccpn.cisco.com,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch23,20201220,104000,ccpn.cisco.com,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch24,20201220,104000,ccpn.cisco.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
apnSch25,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch26,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
apnSch27,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apnSch28,20201220,104000,ccpn.cisco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
