mmeSch1,20201217,222000,s1-mme,3,1,183,47,136,117,78,39,47,46,1,0,0,0,0,0,0,0,0,0
mmeSch10,20201217,222000,s1-mme,16200,351,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0
mmeSch11,20201217,222000,s1-mme,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mmeSch12,20201217,222000,s1-mme,0,0,0,0,0,0,0,3,3,0,0,0,0,35,25,10,0,0,0,0
mmeSch13,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,154,7,7,140,108,34,27,47,0,0,0,0
mmeSch14,20201217,222000,s1-mme,0,0,0,0,11,0,0,11,1,0,0,1,0,4715,0,35,34,1,191,9
mmeSch15,20201217,222000,s1-mme,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch16,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch17,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,212
mmeSch18,20201217,222000,s1-mme,144,150,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch19,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch2,20201217,222000,s1-mme,0,0,0,22,22,0,49,48,1,0,0,0,3631,3631,0,10448,3397,7051,155,130
mmeSch20,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch21,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch22,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,212,144,150,22,40
mmeSch23,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35
mmeSch24,20201217,222000,s1-mme,19,27,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch25,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,41,32,9,12,1,19,0,0,0,0,0,0
mmeSch26,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmeSch27,20201217,222000,s1-mme,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0
mmeSch28,20201217,222000,s1-mme,0,0,0,0,0,14,14,0,104,1,0,19,0,0,17,127,0,0,0,0
